Source,Target,Weight
148154886,150252194,1
169329708,173870676,1
169329708,152622458,1
169329708,169336376,1
114071588,165158708,1
114071588,168967672,1
114071588,161432770,1
221153730,144490418,1
8179632,4570926,1
16339096,27999232,1
22978784,114464340,1
22978784,112051006,1
22978784,36565996,1
14184836,19155318,1
57541702,55820598,1
68405968,167013650,1
42185948,15764882,1
173113692,191128576,1
173113692,36215896,1
115068126,36565996,1
115068126,47656304,1
36565996,47656304,1
205307472,100328160,1
152799840,176438094,1
26896634,229481690,1
35738902,34827400,1
229174900,127928346,1
204431654,136936240,1
204431654,233140992,1
204431654,18452054,1
136936240,233140992,1
136936240,18452054,1
233140992,18452054,1
186843428,12524374,1
32551064,57265644,1
122239310,210761144,1
122239310,162006606,1
111447226,34299346,1
9965858,22003530,1
28008126,54768734,1
234697088,141504090,1
197164136,197165548,1
48217956,12509002,1
142455976,12094338,1
36966210,24274386,1
7312622,42985990,1
7312622,29737722,1
42985990,29737722,1
90647110,14860406,1
90647110,167374492,1
21690726,39880738,1
22088456,199916184,1
17805372,220991144,1
118905522,190743232,1
118905522,210903586,1
108569404,32255920,1
38365384,119633508,1
41541314,42083366,1
31367296,224584988,1
31367296,224015716,1
224584988,224015716,1
224584988,230207492,1
25957114,32466984,1
52320136,196002808,1
52320136,101824554,1
52320136,116130654,1
18009030,34963780,1
18009030,108154734,1
20338806,67312884,1
3008844,27747148,1
33832954,211878252,1
214791168,83048,1
22042002,42878198,1
22042002,14543856,1
41309418,98118936,1
44591338,183666388,1
227921332,16201456,1
227921332,172007374,1
16201456,172007374,1
24719576,163785770,1
30449716,10216898,1
22905158,12826036,1
13992322,102904640,1
13992322,58466714,1
13992322,93180906,1
47021836,159621440,1
47021836,7550964,1
141071184,55795762,1
60495810,92530342,1
60495810,52023064,1
139884542,145832256,1
139884542,10780674,1
145832256,10780674,1
14879518,19112650,1
196161336,36337172,1
69042964,137671312,1
107532486,177830868,1
107532486,159894700,1
107532486,143568348,1
76957324,112858146,1
76957324,61472308,1
76957324,152720066,1
112858146,61472308,1
30495272,172771934,1
71183828,45686804,1
104178484,173913070,1
104178484,160823338,1
104178484,136625836,1
173913070,160823338,1
173913070,136625836,1
173913070,173897498,1
160823338,136625836,1
160823338,161407096,1
39188172,143349790,1
39188172,187146160,1
143349790,187146160,1
143349790,189441636,1
163903752,42516176,1
153517062,125281934,1
153517062,83873808,1
18401800,117560198,1
15091804,10892590,1
21838304,10496080,1
27572032,199100504,1
27572032,141676040,1
9575166,61631472,1
187502828,34171604,1
133983652,231768130,1
84043998,211809168,1
127112138,100661888,1
69999418,61903214,1
135447666,33137072,1
135447666,4161844,1
136322566,130745692,1
157620720,65379308,1
63180042,222718306,1
171228184,2179904,1
80829830,161398544,1
57204120,66640024,1
234000052,82448722,1
24174246,38689854,1
24174246,41738146,1
29520800,41081164,1
28682726,18961750,1
119827206,33748640,1
119827206,11225944,1
119827206,155783886,1
33748640,11225944,1
33748640,155783886,1
17212992,36930908,1
130048870,101914250,1
21506038,715384,1
24460552,12380776,1
24460552,46578594,1
9348894,9326938,1
208993686,27419556,1
209124428,127583636,1
185969190,215241654,1
101781386,19541060,1
151148654,216680370,1
68909130,103255358,1
103023208,11608904,1
103023208,66253648,1
173569316,166214146,1
13766684,151996566,1
100844880,79397048,1
58129986,58131122,1
31872636,41177834,1
5397866,57861064,1
22803258,13839768,1
22803258,119484130,1
34280966,53712044,1
108819092,23775780,1
173222354,144342886,1
124199198,232232948,1
118838684,115249804,1
1649134,40857874,1
13302162,107381788,1
42823638,15488868,1
19782514,46241462,1
21822144,7897884,1
33059658,17199280,1
33059658,70583052,1
4379114,13427676,1
35010502,31599034,1
59040862,33682280,1
33682280,30142658,1
33682280,156149134,1
15352594,41019586,1
235535290,39222896,1
77697520,92277628,1
53438900,55461620,1
53438900,78498838,1
55461620,78498838,1
224146854,62336734,1
31307750,26832846,1
72705674,62209476,1
153778560,7211776,1
9171428,8075156,1
43605244,39617814,1
57287208,22007054,1
161272116,209017048,1
161272116,84650576,1
112870186,26552226,1
15609466,16716898,1
15609466,41044362,1
224520650,231819360,1
224520650,196689952,1
191243462,213040810,1
226643022,121599098,1
134783276,170575514,1
134783276,193462920,1
134783276,200818688,1
16359364,17789356,1
29713498,77053446,1
179628384,205002702,1
179628384,156879766,1
179628384,192386730,1
37193910,19977016,1
16679776,116777794,1
16679776,17483180,1
6688086,193382504,1
6688086,229881680,1
193382504,229881680,1
45355658,62796764,1
35249570,20529306,1
68312784,102883430,1
80526792,14069030,1
155074294,179303138,1
68076600,156806664,1
37069756,45444566,1
231932420,50051560,1
160023186,189567878,1
60022628,233562640,1
232688078,135393876,1
20319112,12654702,1
105568716,210189304,1
105568716,194294562,1
105568716,210358296,1
105568716,209391606,1
105568716,215808152,1
80782618,6379924,1
157288752,156945210,1
157288752,164686956,1
157288752,195642968,1
230628700,45281258,1
230846106,28571926,1
12771380,86843766,1
13845382,78210104,1
194408680,189430976,1
1701880,8643870,1
135611078,55993920,1
142800598,15234706,1
235068984,118855508,1
51753482,118523498,1
51753482,7464466,1
30296420,27556028,1
51883294,31275152,1
51883294,102690188,1
129282136,34713176,1
10258936,46032948,1
21064040,64211616,1
83826170,18494004,1
47639674,19817442,1
82963426,56832678,1
78256590,42200128,1
78256590,31059774,1
79930800,129128654,1
130035084,235525434,1
2945372,38096894,1
176188642,115178486,1
126667140,174472544,1
18444474,6769464,1
151609186,114988704,1
151609186,120714408,1
44091884,151071460,1
23375674,12148962,1
158952014,118195544,1
62618862,134901946,1
58748720,43240398,1
54219008,37110412,1
16046968,115443962,1
73884366,81402424,1
36787774,9479014,1
80086230,124841254,1
12196780,9854042,1
12196780,51564590,1
9854042,51564590,1
9854042,185595854,1
9854042,201701336,1
58090442,98394516,1
122359678,34515288,1
14624970,1742462,1
54586792,26092234,1
61523300,103105670,1
61523300,165182356,1
61523300,41100882,1
43159840,161216658,1
126378364,219519004,1
54146470,190817718,1
54146470,53240788,1
204696632,35206790,1
127214708,82737626,1
127214708,56831736,1
127214708,52975770,1
82737626,56831736,1
82737626,52975770,1
100679584,28956624,1
418600,47621984,1
73689536,191733720,1
141045094,156485668,1
24764302,25570070,1
35330978,38587324,1
35330978,175750678,1
233361206,86457590,1
141961348,25506300,1
37236510,162003532,1
37236510,16878902,1
62781642,93354252,1
197950898,109003516,1
39831168,74324390,1
39831168,17496052,1
39831168,31029768,1
74324390,17496052,1
963072,7670452,1
10324186,12617722,1
157084806,80933100,1
157084806,26904560,1
80933100,26904560,1
10829934,176490714,1
37644664,73695388,1
37644664,36439830,1
37644664,20682166,1
37644664,8187898,1
42598794,120381234,1
107337682,121095716,1
107337682,139983620,1
121095716,139983620,1
8310344,210043072,1
160555302,161203102,1
82305946,57147094,1
160556408,202362712,1
82964258,138585526,1
11505418,153505154,1
30615558,151875462,1
10222172,127824676,1
9575304,15619426,1
7025264,1117414,1
7025264,11545722,1
69878964,36451740,1
69878964,113664306,1
34515288,96951898,1
34515288,30143140,1
47214748,222694822,1
21686644,22557468,1
21686644,24745640,1
65860104,59483718,1
13609622,57296564,1
47222848,235515382,1
18671798,58455546,1
96768042,189513874,1
144708180,143911482,1
42957590,10058106,1
42957590,20403564,1
181785152,98230434,1
181785152,193295680,1
181785152,180850280,1
181785152,195473350,1
98230434,193295680,1
98230434,180850280,1
193295680,180850280,1
193295680,195473350,1
23860518,27554982,1
13822658,135655732,1
28537576,19297412,1
28537576,12250470,1
19297412,160878900,1
19297412,31826264,1
90169542,69770780,1
165434138,164760306,1
165434138,183675654,1
165434138,169971228,1
165434138,182638806,1
200892658,186190902,1
41521630,135393882,1
229562796,173918226,1
234989660,184073646,1
62378476,149306030,1
62378476,149306160,1
97774300,65328946,1
97774300,98349052,1
233862098,221052192,1
233862098,230454428,1
221052192,230454428,1
141414118,198468722,1
141414118,224872096,1
174975572,199434614,1
174975572,166960020,1
58631124,2689598,1
58631124,157192654,1
58631124,166834086,1
58631124,191058406,1
58631124,16078052,1
69946962,16887052,1
36411518,18020396,1
36411518,80752516,1
18020396,80752516,1
10530328,85428748,1
142830850,162604278,1
12962378,13081138,1
184793014,142676216,1
13897814,202379330,1
13897814,233122516,1
48160682,7357448,1
8726566,8688422,1
82965206,78808428,1
103938578,6993130,1
157072870,157022640,1
111815566,11844716,1
34936302,62982778,1
23828150,31161086,1
195872718,137163764,1
195872718,196155326,1
215276456,177961590,1
191217160,157855544,1
230185892,230629548,1
151616926,153563548,1
8716168,46230518,1
17340150,6742542,1
153551314,224055196,1
32027352,107919374,1
32027352,139007316,1
107919374,139007316,1
154409630,43942738,1
89369302,154808050,1
89369302,89369038,1
89369302,89369480,1
154808050,89369038,1
149836598,36535458,1
28619306,14432528,1
215340510,45426714,1
165308308,130269042,1
168998634,150680620,1
168998634,142812056,1
150680620,142812056,1
165737970,150901114,1
190076756,5388726,1
230638382,153796094,1
232369498,28409382,1
232369498,231120966,1
28409382,231120966,1
168375252,232009516,1
10751294,187256320,1
30640862,169130702,1
135409312,2456684,1
135409312,7125122,1
135409312,89585522,1
2456684,7125122,1
2456684,89585522,1
7125122,89585522,1
113110702,91852360,1
122097636,118824784,1
122097636,82790802,1
122097636,133651992,1
61110614,72582052,1
76409082,77679318,1
94587438,43620522,1
94587438,93292362,1
43620522,93292362,1
26133166,19264566,1
12380812,18720482,1
163017036,172139876,1
20888722,116142090,1
20888722,230724274,1
116142090,230724274,1
163422190,121202730,1
132414230,44611646,1
161848840,164201762,1
127206972,129390018,1
68501214,113714310,1
195991592,34223466,1
119271430,121091004,1
188151804,32834366,1
213595862,82712364,1
11518998,81143334,1
32846678,31376444,1
18142840,65063760,1
54944788,9421006,1
24474988,69762970,1
15512208,27230008,1
43425720,192037830,1
43425720,28529330,1
126445898,54940308,1
83333520,71433472,1
83333520,53611660,1
71433472,53611660,1
127780480,59053076,1
49432816,15868646,1
41149616,110993052,1
85398008,27312224,1
122359452,89082792,1
18012532,70320718,1
18012532,22208526,1
62496078,22022922,1
165201316,76235272,1
28937282,78344690,1
28937282,16942716,1
210042366,96657100,1
210535600,41584012,1
112474616,76216936,1
165950558,2183926,1
197979104,131681926,1
234093814,234090250,1
234093814,234098378,1
234093814,234095900,1
234093814,234097144,1
234093814,234094954,1
234093814,234091312,1
234093814,234092312,1
234090250,234098378,1
234090250,234095900,1
234090250,234097144,1
234090250,234094954,1
234090250,234091312,1
234090250,234092312,1
234098378,234095900,1
234098378,234097144,1
234098378,234094954,1
234098378,234091312,1
234098378,234092312,1
234095900,234097144,1
234095900,234094954,1
234095900,234091312,1
234095900,234092312,1
234097144,234094954,1
234097144,234091312,1
234097144,234092312,1
234094954,234091312,1
234094954,234092312,1
234091312,234092312,1
125594770,105267474,1
42878198,14543856,1
6174810,55161488,1
102742748,134521754,1
12232386,19329200,1
22058250,22069704,1
110643414,7083182,1
144735422,264958,1
144735422,35820436,1
47076498,32774868,1
47076498,46037020,1
21857212,22330756,1
62002750,71592628,1
228854392,76550532,1
195291792,66040328,1
161883168,69317710,1
29543234,35380810,1
195180276,158684620,1
2045648,53242956,1
39731764,163645982,1
34283006,34639718,1
206437764,186773410,1
12999206,29665920,1
204893096,208594234,1
31149856,115538594,1
31149856,155376082,1
87838408,8956870,1
117159492,102892304,1
193065040,167871958,1
193065040,9811452,1
193065040,201980212,1
193065040,204556324,1
167871958,9811452,1
151979362,44569992,1
151979362,104722034,1
174920644,124865510,1
174920644,63944100,1
174920644,174915602,1
17718352,148393246,1
209282910,209337090,1
55894256,23538964,1
55894256,31643636,1
57288050,7460850,1
23238558,16324490,1
13828010,18923500,1
34956676,23140342,1
47007716,47031822,1
116292130,78228596,1
33196546,2386716,1
33196546,42042264,1
165687200,51209252,1
167352072,32000622,1
21434228,187355126,1
30857412,24978450,1
144316110,100694322,1
133950386,68971694,1
133950386,18289546,1
68971694,18289546,1
68971694,235556472,1
64950318,63540392,1
191224010,41100882,1
230282622,9025968,1
9025968,15567214,1
9025968,20705374,1
231272784,9041668,1
40578740,31741248,1
185347516,182388848,1
185347516,216331414,1
185347516,201083038,1
159115470,229448022,1
194550114,205693690,1
189789396,103513942,1
190484094,190482194,1
153416648,188380668,1
153416648,202555918,1
188380668,202555918,1
24236782,17538690,1
24236782,17472804,1
17538690,17472804,1
180707712,181429924,1
220748402,50833560,1
220748402,8463028,1
220748402,222926864,1
220748402,230051048,1
36404408,81284464,1
36404408,36665746,1
81284464,36665746,1
112834586,224267348,1
166466220,173016924,1
75300422,96807778,1
145411988,36033122,1
69825000,145142768,1
105701318,102653766,1
105701318,103493682,1
105701318,104003708,1
102653766,103493682,1
102653766,104003708,1
103493682,104003708,1
98128174,151466412,1
98128174,232772492,1
151466412,232772492,1
202884620,91758814,1
81251884,127515344,1
115926598,90766252,1
115926598,127993406,1
90766252,127993406,1
21585278,223916304,1
74876694,124413836,1
74876694,63158682,1
68506914,173062776,1
68506914,185473342,1
68506914,192152292,1
173062776,185473342,1
138718690,81533980,1
109636540,33815538,1
41273326,31652354,1
41273326,45675416,1
41273326,31581672,1
56113660,182562090,1
22940194,89446574,1
22940194,122959762,1
89446574,122959762,1
7237056,154646628,1
10718152,195690516,1
73521254,123480434,1
73521254,125732924,1
182465156,158020454,1
944610,160036456,1
94219188,93216852,1
94219188,163566638,1
151673968,223683100,1
213744710,117995918,1
99542602,94812802,1
99542602,90114974,1
99542602,113941022,1
94812802,90114974,1
94812802,113941022,1
117820120,208374882,1
117820120,203178020,1
117820120,129611094,1
117820120,103427954,1
117820120,129367182,1
208374882,203178020,1
208374882,129611094,1
208374882,103427954,1
208374882,129367182,1
208374882,203194606,1
203178020,129611094,1
203178020,103427954,1
203178020,129367182,1
129611094,103427954,1
43563514,6588124,1
43714542,13456986,1
160968906,96754398,1
195986224,71052570,1
85864980,203024200,1
119514066,233081704,1
119514066,157930118,1
64740626,17220256,1
64740626,78741088,1
75645854,193328948,1
160055300,33746188,1
160055300,194614926,1
212140870,140199528,1
212140870,130363348,1
140199528,130363348,1
212718578,52441424,1
212718578,71842620,1
20401848,20133366,1
16175622,16501854,1
59468848,141398928,1
81452066,94337474,1
81452066,186126452,1
81452066,72038388,1
219610776,32982698,1
221851980,104097258,1
153236072,153238710,1
153236072,131806648,1
153236072,38705434,1
61676050,33269720,1
61676050,35522996,1
61676050,57160930,1
131813220,12653476,1
112501370,189797464,1
112501370,102568322,1
189797464,102568322,1
8823134,43575948,1
8823134,39886914,1
231810196,231345622,1
231810196,228126508,1
231810196,231830686,1
34742796,53542556,1
34742796,121536596,1
34742796,58282502,1
34742796,138164662,1
34742796,132966176,1
222926438,153156554,1
18444654,18396208,1
83937614,55659832,1
132590708,176898820,1
24917628,35946500,1
2364960,11538532,1
177830868,159894700,1
30932954,18026918,1
30932954,17670496,1
30932954,138449810,1
18026918,17670496,1
42090754,88863790,1
172206790,87928850,1
172206790,161543460,1
6614672,228517830,1
40690576,60764428,1
102472834,131778944,1
102472834,113329038,1
102472834,108276764,1
102472834,113353208,1
102472834,93324970,1
131778944,113329038,1
131778944,108276764,1
131778944,113353208,1
131778944,93324970,1
113329038,108276764,1
113329038,113353208,1
113329038,93324970,1
108276764,113353208,1
108276764,93324970,1
108276764,182213268,1
113353208,93324970,1
76901832,232293476,1
76901832,194351092,1
10760914,11038722,1
56966962,30375352,1
56966962,62383772,1
49171802,36120446,1
229671776,234911364,1
196155326,137163764,1
196155326,125727024,1
117090666,128753278,1
51021138,67090906,1
11881066,37696480,1
123767776,204891396,1
9224698,116081952,1
9224698,9983784,1
116081952,9983784,1
1069934,4795806,1
41891394,30404968,1
31956050,35051762,1
11621120,16576948,1
57203788,11436374,1
2889222,12598940,1
117437284,6208378,1
177298112,214772490,1
96511216,46810238,1
40721878,88687212,1
40721878,76904558,1
151498720,38902180,1
159610708,123293246,1
161459306,210077840,1
88050172,124264130,1
88050172,164995484,1
61688878,176296620,1
16449632,56824988,1
16449632,105595734,1
16449632,80306506,1
181476078,49566114,1
177090342,70017776,1
81434010,78329126,1
81434010,82761814,1
81434010,35560732,1
136376630,136909706,1
136376630,196812086,1
167434010,155647908,1
167434010,152899406,1
155647908,152899406,1
7848586,15610398,1
7848586,8426864,1
15610398,8426864,1
73848334,132315372,1
173926396,160033674,1
211313378,179024892,1
8298662,28750762,1
189459100,104352078,1
189459100,199321878,1
104352078,199321878,1
96195248,184832360,1
104571996,26128142,1
85959220,113925086,1
85959220,10985020,1
56297992,31768742,1
29437360,42933466,1
104878104,105230890,1
16542666,134926240,1
11248602,58504482,1
16267208,46641596,1
83647114,46891742,1
36268942,40218138,1
78807654,51081608,1
78807654,62155134,1
77838018,42548060,1
58390380,10814342,1
58390380,7510516,1
58390380,192807478,1
10814342,7510516,1
201997690,103971278,1
118841360,188976526,1
204005184,153700624,1
10423148,167397414,1
56747646,56824988,1
58562612,8578364,1
95633354,164670964,1
95633354,216377784,1
95633354,216343652,1
164670964,216377784,1
164670964,216343652,1
216377784,216343652,1
234859894,232048634,1
135993372,210261976,1
132535306,19489278,1
162355508,72312608,1
162355508,98073614,1
31125604,123886600,1
23011452,104270284,1
57734728,172489850,1
161043294,100235242,1
195473350,180850280,1
195781896,113635714,1
195781896,185005186,1
113635714,185005186,1
50036618,121476310,1
50036618,89622676,1
50036618,53037614,1
87086848,40412486,1
8791226,1707700,1
8791226,58360554,1
1707700,58360554,1
107748010,70020084,1
107748010,4932436,1
101616060,153701042,1
696942,170920310,1
696942,86293970,1
8754374,9070588,1
23029226,18040138,1
192586362,229519686,1
192586362,181816960,1
192840688,126900808,1
215359450,96967660,1
34852014,53130194,1
22090188,57101222,1
176666504,40506790,1
231853318,201908030,1
48317080,229479750,1
56472246,40636168,1
3109642,15462774,1
61208048,17942222,1
12363808,3089164,1
27058552,34168988,1
228861632,234645182,1
228861632,49515882,1
228861632,101217028,1
234645182,49515882,1
234645182,101217028,1
234645182,98873688,1
49515882,101217028,1
41091416,22342034,1
41091416,17801886,1
21761480,102261546,1
21761480,21761566,1
129602502,129410134,1
129602502,53568782,1
93376574,90480608,1
83282468,128385478,1
83282468,71404518,1
72300772,66874670,1
94313036,187079414,1
8904952,24750648,1
93264676,230336972,1
129824562,24205586,1
76443706,74935330,1
7705360,4686944,1
8492944,12469688,1
27189846,27518928,1
186126452,72038388,1
186126452,94337474,1
233117478,231980438,1
104484104,123153036,1
31751266,39433188,1
50426794,81970972,1
89196376,209380760,1
21451904,80686552,1
1223812,73299288,1
160196912,37373202,1
113000186,229723206,1
24696136,23436462,1
24696136,70466268,1
119195570,43049518,1
20150282,181396956,1
12641498,12866770,1
38587324,175750678,1
34878030,33150298,1
124022934,141527452,1
146922882,90440144,1
8476472,210866800,1
46740970,12285522,1
151157592,188138218,1
87583748,5680952,1
108874896,106100364,1
96406124,11296968,1
33820182,14363604,1
143849380,81228080,1
143849380,228064272,1
36451740,113664306,1
32436440,55340676,1
185841902,6339726,1
13392388,124503656,1
1331404,95755940,1
224945986,125281934,1
225246300,231324720,1
225380674,115321828,1
20533348,228554330,1
107530306,133172686,1
81258018,109002316,1
188188850,93627196,1
234385996,86657768,1
39212006,164268234,1
72585210,82243126,1
72585210,82243656,1
27442464,12438990,1
57541304,18236150,1
235604964,134109660,1
40978012,80497762,1
119771870,112939242,1
119771870,172841716,1
120765486,121378436,1
120765486,232041706,1
121378436,232041706,1
55321618,176534898,1
126787588,83197414,1
196537228,233988756,1
45481192,124574376,1
56147080,123953362,1
26160416,27770644,1
93161378,6518454,1
93161378,155452220,1
182972984,231094576,1
127687352,127507748,1
139873878,132851818,1
211818774,211819108,1
6235000,7765510,1
93007150,30799212,1
93113344,42523986,1
139141360,231880428,1
188631932,33440224,1
86667140,20138026,1
84502636,173120630,1
84502636,173626784,1
13183472,29077702,1
162167730,216377124,1
80601628,1556556,1
150973602,8607462,1
80210544,126527630,1
80210544,38440710,1
80210544,193779382,1
48864696,61416968,1
96217040,108729490,1
96217040,94086194,1
108729490,94086194,1
104399176,27126956,1
104399176,63048782,1
64607072,39047510,1
219689706,15376678,1
201736826,15360480,1
6938788,176401842,1
89862046,75061852,1
89862046,55654328,1
201622000,183747846,1
201622000,201663728,1
51311040,214386990,1
214722286,100828892,1
98478644,86555032,1
7325690,22554276,1
7325690,19374394,1
22554276,19374394,1
31280130,6519986,1
5380240,6067660,1
134572034,174993034,1
216272756,33317794,1
3292490,30788422,1
3324296,34715164,1
3324296,120566868,1
7009320,50472710,1
6008478,88991330,1
17644126,67080122,1
17644126,19363992,1
30321720,31477520,1
19999134,120221222,1
168312134,48896814,1
71425456,13208846,1
219411654,233416918,1
235107478,153551756,1
235088896,42246848,1
235088896,155734578,1
42246848,155734578,1
22171560,51427268,1
79709532,152537454,1
78673532,48032904,1
77390574,67001562,1
51318954,142575704,1
41463452,67777400,1
28831364,41980986,1
149098172,63734140,1
53085120,79624798,1
24048840,159741586,1
24048840,173966688,1
36572582,28082818,1
36572582,4439974,1
36572582,35872910,1
28082818,4439974,1
41370806,13005930,1
126640242,36609210,1
116554112,114182268,1
116554112,224899360,1
20546222,233040148,1
85705200,94523252,1
28276504,175905100,1
141731792,124745124,1
163481230,1747222,1
163481230,78095736,1
122503432,187881800,1
122503432,35722022,1
122503432,123113524,1
187881800,35722022,1
187840884,23306852,1
58704938,98665146,1
224257442,46485422,1
150356170,96709890,1
120739570,183860316,1
30599848,5339314,1
30599848,58512654,1
233264708,224934454,1
211264244,222298166,1
211264244,223299926,1
204166608,9929814,1
27415538,167647732,1
27415538,29339318,1
148731640,160363980,1
41059918,55748376,1
215937662,37116016,1
64951702,102731634,1
60578232,197893514,1
57327556,6911716,1
43131526,69184534,1
74000714,104840060,1
74000714,139147426,1
180343990,123345174,1
180343990,178084856,1
180343990,178045448,1
123345174,178084856,1
123345174,175828544,1
123345174,123353112,1
123345174,123030614,1
35946528,21381486,1
231362386,158639644,1
52279046,47667980,1
25143054,231565848,1
27255510,27254166,1
27255510,93562646,1
11225944,155783886,1
77462664,130541552,1
34430162,48975932,1
63165632,234155084,1
13430532,52839800,1
107878436,2791612,1
149045048,232021266,1
105215590,185380090,1
148645926,148646362,1
148645926,148642110,1
148645926,148641514,1
148646362,148642110,1
148646362,148641514,1
148642110,148641514,1
42980104,132623336,1
42980104,43360914,1
133098834,170550506,1
133098834,176481932,1
156494006,161116060,1
16871462,174190276,1
16871462,18690566,1
136640814,144095802,1
215484182,226526480,1
40562088,88738490,1
80742372,162195174,1
231905170,21678344,1
76844490,231833398,1
232164582,81946058,1
232164582,233399588,1
81946058,233399588,1
81946058,230681038,1
232386744,58438716,1
12665564,225900616,1
146455672,146962486,1
33467484,81448792,1
197000744,39967994,1
197569898,88992312,1
44339752,20823826,1
44339752,32775486,1
66989156,168354000,1
49210416,133502650,1
49210416,66654738,1
2689598,157192654,1
2689598,166834086,1
2689598,191058406,1
2689598,170739526,1
2689598,176376628,1
157192654,166834086,1
157192654,191058406,1
157192654,16078052,1
166834086,191058406,1
122751510,201123496,1
170895052,160477662,1
29498732,198170552,1
211780250,196397022,1
118112980,136583762,1
111722732,198923740,1
111722732,89008136,1
100667314,77476922,1
77476922,77480902,1
206453166,144987392,1
207071080,168552004,1
213678196,114485920,1
57906086,123147560,1
179377760,109113724,1
186444118,230821568,1
186771280,21959310,1
10589894,1420792,1
216786190,25962800,1
216786190,172600206,1
40622972,4359386,1
178498174,69361408,1
180258670,125583904,1
180258670,144756018,1
70603058,132091848,1
32047266,170610154,1
192884222,170545060,1
33222866,102112106,1
90127658,33169078,1
80604484,111949998,1
133915832,163268904,1
24979184,127916554,1
235417420,231776462,1
6018974,29353196,1
6018974,43313264,1
200551274,235613812,1
200551274,68281408,1
235613812,68281408,1
73354810,197199968,1
157993602,216561672,1
61504930,61505216,1
61504930,103630440,1
61504930,49758452,1
61504930,61505602,1
157994586,202453374,1
19244686,234256092,1
45411718,114200740,1
123557050,57321876,1
123557050,36380448,1
57321876,36380448,1
57321876,44709310,1
104304840,153105806,1
104304840,124918550,1
15902360,164042676,1
161136696,167751422,1
164127324,143859806,1
164127324,40761832,1
101919124,34374452,1
101919124,82232120,1
76112044,192555832,1
54921174,223625356,1
54921174,109277572,1
6149874,110814670,1
6149874,11586088,1
8715562,176441408,1
8715562,51894832,1
8715562,87992622,1
119201790,144013214,1
138095958,23725566,1
80746416,120938552,1
188145050,188140140,1
188145050,190178664,1
188140140,190178664,1
65862292,14017680,1
35556020,94155804,1
18805404,38955834,1
22033160,57934532,1
77531478,54825658,1
30742594,101198662,1
24230976,6515232,1
33573676,26546088,1
19969518,106460410,1
28069284,108366490,1
186526844,200814340,1
186526844,161460898,1
183557834,68992434,1
1402326,56096046,1
38379854,162092046,1
17852664,138104480,1
58814636,19381118,1
121992476,93232848,1
210189304,154800954,1
210189304,219140116,1
210189304,231343558,1
17476556,22781404,1
43605984,54595882,1
43605984,193156394,1
54010006,214987038,1
68353512,16316466,1
19262786,43207858,1
9263210,10257250,1
63428722,231319052,1
23399536,22392834,1
23399536,113612024,1
23399536,3113698,1
207101316,133543880,1
57602300,11949256,1
59159540,78633462,1
26475738,29938806,1
38614750,25951130,1
35559680,51822890,1
2349758,2589300,1
214503582,210627376,1
214503582,204406362,1
214503582,230261650,1
210627376,204406362,1
205106124,80589148,1
231189692,226506404,1
8158874,15812598,1
8158874,18472520,1
44193954,77929324,1
44193954,66903640,1
77929324,66903640,1
18511446,109463394,1
76575172,79118736,1
137983870,209967578,1
37551738,199772018,1
13907344,49853114,1
100185136,100185790,1
100185136,143569100,1
100185790,143569100,1
2092256,35842234,1
196420862,104404252,1
209723742,48244120,1
170047432,234638774,1
221236494,216880062,1
221236494,221242076,1
221236494,216893224,1
221236494,225454496,1
216880062,221242076,1
216880062,216893224,1
216880062,225454496,1
216880062,225479736,1
216880062,231567760,1
234903658,54550598,1
44884356,117329534,1
44884356,73931740,1
29020672,43208262,1
29020672,24063238,1
233412728,114627720,1
233952606,229669730,1
44257194,229353540,1
78819764,40208148,1
21372480,221509776,1
96737372,129595008,1
96737372,58192372,1
129595008,58192372,1
65017742,61848976,1
107232050,140909714,1
50297960,30655818,1
74259276,64094226,1
28364124,12782862,1
65166168,132639234,1
72863426,23682552,1
46070720,158058916,1
127523650,112154920,1
127523650,5491140,1
12699184,231464128,1
36277824,6597140,1
30854304,30855664,1
213586562,210470676,1
213586562,214390694,1
213586562,214417070,1
213586562,231174918,1
213586562,231169660,1
210470676,215337368,1
210470676,224699950,1
210470676,224716094,1
210470676,124267050,1
210470676,224722946,1
234405504,5979708,1
234405504,234412644,1
10997550,35789214,1
10997550,165166294,1
21552010,12784438,1
21552010,93556922,1
21552010,191774908,1
21552010,164719918,1
14391772,51538208,1
21990144,145264096,1
111583530,111580228,1
111583530,114005274,1
117091862,117338654,1
117091862,117090338,1
117338654,117090338,1
119329502,83041984,1
119329502,118900206,1
176209120,46722708,1
182016948,232460104,1
83154078,216470042,1
76245764,142266618,1
117830938,101885296,1
123666626,89418298,1
16791946,132399570,1
16791946,134175574,1
132399570,134175574,1
111518276,26677228,1
80847334,110458250,1
81179654,47102760,1
140091120,12983198,1
19430490,208467130,1
19430490,230506316,1
230022456,229918904,1
232891608,61136154,1
233174464,131399062,1
23766756,89074832,1
23766756,163502436,1
2625152,50819480,1
29178754,136593526,1
55804968,80123324,1
2285596,78236928,1
159142946,117414398,1
162679764,143513222,1
161010776,7468730,1
161010776,171362676,1
7468730,171362676,1
54966514,127918770,1
54966514,60168420,1
142508108,16100826,1
93975020,71280356,1
18388488,31357958,1
25562860,148798756,1
28226086,31227320,1
11135852,155758308,1
11135852,225181972,1
14384522,235500164,1
131895882,188235732,1
131895882,38705434,1
131895882,127368990,1
131895882,40965448,1
131895882,122583618,1
131895882,221150010,1
131895882,113521852,1
